Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
KHARIF,HORTICULTURE,Fruits,Guava,Fertilizer Use and Availability,TELL ME CONTROL OF FLOWER DROPPING,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,DELHI,South West,DELHI,31:52.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,LIGHT RAIN MAY BE NEXT 2-3 DAYS,DELHI,South West,DELHI,54:53.1
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,South West,DELHI,54:37.7
KHARIF,AGRICULTURE,Millets,Maize (Makka),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,50:21.3
KHARIF,AGRICULTURE,Others,Others,Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,03:59.0
KHARIF,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",TELL ME FLOWER DROPING CONTROL IN BRINJAL,PLANOFIX 1 ML /4 LITTER WATTER SPRAY,DELHI,South West,DELHI,09:55.8
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,DELHI,South West,DELHI,47:44.5
KHARIF,HORTICULTURE,Medicinal and Aromatic Plants,Aloe Vera,Seeds and Planting Material,TELL ME ABOUT CULTIVATION OF ALOE VERA,SOWING TIME OF ALOE VERA = JUNE- JULY MONTH,DELHI,South West,DELHI,17:45.2
KHARIF,AGRICULTURE,Others,Others,Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,05:20.4
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,23:38.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,DELHI,South West,DELHI,25:35.6
KHARIF,AGRICULTURE,Oilseeds,Mustard,Seeds,PLZ TELL ME CONTECT NUMBER OF PUSA DELHI,"CONTECT NUMBER OF PUSA DELHI  -011-25841670 ,1800118989",DELHI,South West,DELHI,54:17.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME ABOUT ANIMAL LOAN,NEAREST BANK CONTACT,DELHI,South West,DELHI,26:15.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,TELL ME ABOUT ANIMAL LOAN,YOU ARE CONTACT NEAREST BANK,DELHI,South West,DELHI,33:58.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,TELL ME ABOUT HYDOPHONIC FARMING,"JOINT DIRECTOR HORTICULTURE JODHPUR MR. SATISH CHAND SHARMA 02912546646, 9414011890, 0141-5114262",DELHI,South West,DELHI,43:54.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,TELL ME NUTRIENT MANAGEMENT IN PADDY  ?,SPRAY SOLUBLE NPK  18:18:18 GRADE 10 GM/LTR WATER,DELHI,South West,DELHI,44:23.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME SUBSIDY IN DAIRY FARM LOAN,25-33% SUBSIDY IN DAIRY FARM LOAN,DELHI,South West,DELHI,16:06.9
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO LOAN ON DAIRY.,CONTECT IN NEAREST BANK.,DELHI,South West,DELHI,28:45.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME DAIRY LOAN,CONTECT IN NEAREST BANK,DELHI,South West,DELHI,44:19.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,LIGHT RAIN FALL MAY 6 OR 7 SEPTEMBER.,DELHI,South West,DELHI,48:36.2
KHARIF,AGRICULTURE,Others,Others,Crop Insurance,I WANT CROP INSURANCE CLAIM RELATED KNOWLEDGE.,CONTECT IN RELATED COMPANY.,DELHI,South West,DELHI,22:52.6
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,DELHI,South West,DELHI,16:04.1
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 1199,DELHI,South West,DELHI,09:37.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Market Information,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 1199,DELHI,South West,DELHI,27:44.3
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 1199,DELHI,South West,DELHI,43:05.5
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 1199,DELHI,South West,DELHI,09:55.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME CONTECT NUMBER OF ANIMAL HUSBANDRY ?,CONTECT NUMBER OF ANIMAL HUSBANDRY-1800 180 1199,DELHI,South West,DELHI,44:44.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"Power, Roads etc.",Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,10:05.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,32:48.0
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Artificial Insemination,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,45:56.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,49:25.4
KHARIF,HORTICULTURE,Fruits,Papaya,"	Plant Protection	",TELL ME INSECT  CONTROL IN PAPAYA,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,DELHI,South West,DELHI,01:27.8
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,07:17.4
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME ABOUT ANIMAL LOAN ?,PLEASE CONTACT TO NEAREST BANK IN YOUR DISTRICT,DELHI,South West,DELHI,23:06.3
KHARIF,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,TELL ME ABOUT VARIETY OF PAPAYA ?,"VARIETY OF PAPAYA = TAIWAN 786, RED LADY, SURYA, KURG HONEYDEW, PUSA MEJESTIC",DELHI,South West,DELHI,30:00.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,54:30.9
KHARIF,HORTICULTURE,Vegetables,Bitter Gourd,Market Information,TELL ME BITTER GOURD MANDI RATE.,BITTER GOURD MANDI RATE 1750 RUPEES PER QT IN AZADPUR MANDI.,DELHI,South West,DELHI,19:05.4
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME DAIRY FARMING LOAN,CONTECT IN NEAREST BANK,DELHI,South West,DELHI,33:16.3
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME DAIRY FARMING LOAN,CONTECT IN NEAREST BANK,DELHI,South West,DELHI,43:07.1
RABI,AGRICULTURE,Oilseeds,Mustard,Market Information,TELL ME MUSTARD MANDI RATE.,MUSTARD MANDI RATE 3560 RUPEES PER QT.,DELHI,South West,DELHI,44:00.6
KHARIF,HORTICULTURE,Vegetables,Mushroom,Cultural Practices,TELL ME MUSHROOM CULTIVATION,CONTECT IN NEAREST BANK,DELHI,South West,DELHI,45:33.3
JAYAD,HORTICULTURE,Vegetables,Bottle Gourd ,"	Plant Protection	",TELL ME CONTROL LEAF CURL IN LOKI.,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,South West,DELHI,14:28.2
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",TELL ME CONTROL SUKING PEST IN BHINDI.,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,South West,DELHI,51:22.1
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,TELL ME TOP BUD BURNING.,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,DELHI,South West,DELHI,56:26.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,INFORMATION ABOUT DAIRY PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,South West,DELHI,35:46.8
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,South West,DELHI,42:05.0
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,INFORMATION ABOUT DAIRY PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,South West,DELHI,18:56.3
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO SUBSIDY ON ANIMAL.,CONTECT IN NEAREST BANK.,DELHI,South West,DELHI,20:19.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO SUBSIDY ON ANIMAL.,25% SUBSIDY(2-10 ANIMAL) FOR GENRAL CATEGORY AND  33.33% SUBSIDY SC AND ST CONTECT IN NEAREST BANK.,DELHI,South West,DELHI,32:32.8
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO SUBSIDY ON ANIMAL.,25% SUBSIDY(2-10 ANIMAL) FOR GENRAL CATEGORY AND  33.33% SUBSIDY SC AND ST CONTECT IN NEAREST BANK.,DELHI,South West,DELHI,53:56.5
KHARIF,HORTICULTURE,Fruits,Mango,"	Plant Protection	",TELL ME PEST CONTROL IN MANGO,MONOCROTOPHOSH 36 SL 2 ML /LITER SPRAY,DELHI,South West,DELHI,50:49.4
KHARIF,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,TELL ME PAPAYA PLANTING TIME.,PAPAYA PLANTING TIME FEB-MARCH.,DELHI,South West,DELHI,17:11.8
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO SUBSIDY ON ANIMAL.,25% SUBSIDY(2-10 ANIMAL) FOR GENRAL CATEGORY AND  33.33% SUBSIDY SC AND ST CONTECT IN NEAREST BANK.,DELHI,South West,DELHI,09:30.3
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,TELL ME MARKET RATE OF URD BEAN,MARKET RATE OF URD IN KOTA MANDI 3975 RS/Q,DELHI,South West,DELHI,39:31.3
KHARIF,AGRICULTURE,Others,Others,Credit,TELL ME ABOUT KCC LOAN COMPLAINT,FOR MORE INFORMATION PLEASE CONTACT(18001801551)  YOUR HOME STATE MOBILE SIM,DELHI,South West,DELHI,07:54.4
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELL ME WILT CONTROL IN COTTON,SPRAY OF COBALT CHALORIDE 1GM/ 100 LIT.,DELHI,South West,DELHI,06:41.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Field Preparation	",TELL ME WEATHER INFORMATION,MAY BE RAIN POSSIBILITY IN NEXT 5 DAYS,DELHI,South West,DELHI,50:36.4
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,16:55.0
KHARIF,HORTICULTURE,Fruits,Guava,"	Plant Protection	",PLZ TELL ME CONTROL OF CATER PILLER IN GUAVA,SPRAY OF TRIZOPHOS 40% EC 2 ML PER LITER WATER,DELHI,South West,DELHI,26:22.2
KHARIF,HORTICULTURE,Fruits,Guava,Nutrient Management,TELL ME MICRO NUTRIENT MANAGEMENT,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,DELHI,South West,DELHI,28:48.1
KHARIF,HORTICULTURE,Fruits,Guava,"	Plant Protection	",TELL ME ABOUT FRUIT ROT CONTROL IN GUAVA,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,DELHI,South West,DELHI,31:52.2
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,"	Plant Protection	",TELL ME NEMOTODE IN BOTTLE GOURD,USE CARBOFURAN 3% G 20 GM PER PLANT IN ROOT ZONE,DELHI,South West,DELHI,36:10.2
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,South West,DELHI,42:56.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME SHEAT BLIGHT IN DHAN,SPRAY  OF PROPICONAZOLE 1 ML PER LITER WATER,DELHI,South West,DELHI,51:36.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,10:48.3
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Soil Testing,TELL ME ABOUT TAKING SOIL SAMPLE ?,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,South West,DELHI,43:09.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME APHIDS CONTROL IN DHAN,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1 ML PER LITER WATER,DELHI,South West,DELHI,40:54.1
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,"	Plant Protection	",TELL ME INSECT CONTROL IN BOTTLE GOURD,SPRAY OF MALATHIAN 50% EC 2 ML PER LITER WATER,DELHI,South West,DELHI,23:50.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF THRIPS IN COTTON ?,SPRAY OF FIPRONIL 5% SC 2 ML PER LITER WATER,DELHI,South West,DELHI,33:40.4
KHARIF,AGRICULTURE,Others,Others,Soil Testing,TELL ME ABOUT SOIL TESTING,CONTACT TO AG. DEPTT. FOR SOIL TESTING,DELHI,South West,DELHI,06:54.5
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,30:18.0
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,RAIN POSSIBILITY IN NEXT 3-4  DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,02:23.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELL ME NUTRIENT MANAGEMENT  ?,SPRAY OF POTASSIUM SULPHATE 0:0:50 10 GM PER LITER WATER,DELHI,South West,DELHI,39:20.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,38:19.6
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Market Information,TELL ME ABOUT ANIMAL LOAN ?,PLEASE CONTACT TO NEAREST BANK IN YOUR DISTRICT,DELHI,South West,DELHI,01:07.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,07:44.9
KHARIF,AGRICULTURE,Others,Others,Fertilizer Use and Availability,TELL ME MICRO NUTRIENT MANAGEMENT,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,DELHI,South West,DELHI,16:18.7
KHARIF,HORTICULTURE,Fruits,Citrus,"	Plant Protection	",TELL ME APHID CONTROL IN MOONG,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,DELHI,South West,DELHI,42:11.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,11:07.8
KHARIF,AGRICULTURE,Oilseeds,Mustard,Sowing Time and Weather,TELL ME SOWING TIME OF MUSTARD,"MUSTARD SOWING TIME- UN IRRIGATED- 15 SEPTEMBER TO 15 OCTOBER , IRRIGATED- OCTOBER LAST",DELHI,South West,DELHI,21:39.9
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME ABOUT MUSTARD VARIETY-,"MUSTARD VARIETY- LAXMI,NRCDR-02,101, NRCHB-506,PUSA VIJAY,PUSA JAGNNATH",DELHI,South West,DELHI,30:16.7
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,"	Plant Protection	",Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,30:21.4
KHARIF,HORTICULTURE,Vegetables,Cauliflower,"	Plant Protection	",TELL ME CONTROL OF ROOT ROT IN CAULIFLWER,DRENCHING OF CARBENDAZIM 2 GM PER LITER,DELHI,South West,DELHI,07:34.8
KHARIF,HORTICULTURE,Fruits,Banana,Fertilizer Use and Availability,TELL ME MICRO NUTRIENT MANAGEMENT,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,DELHI,South West,DELHI,56:09.7
KHARIF,AGRICULTURE,Cereals,Wheat,Training and Exposure Visits,PLZ TELL ME MARKETE PRICE OF WHEAT OF NAJAGGARH,MARKETE PRICE OF WHEAT OF NAJAGGARH-,DELHI,South West,DELHI,22:18.1
KHARIF,AGRICULTURE,Cereals,Wheat,Varieties,TELL ME WHEAT VARIETIES.,"K.R.L-19,K.R.L-210,K.R.L-213",DELHI,South West,DELHI,38:09.5
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Artificial Insemination,TELL ME CONTACT NUMBER OF ANIMAL HUSBANDRY ?,CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,DELHI,South West,DELHI,07:37.4
KHARIF,HORTICULTURE,Fruits,Mango,"	Plant Protection	",TELL ME FUNGAL IN MANGO,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,DELHI,South West,DELHI,24:29.8
KHARIF,AGRICULTURE,Cereals,Wheat,Varieties,TELL ME VARIETY OF WHEAT,"VARIETY OF WHEAT HD-2967,HD-3059,HD-3086,PBW-550 ,DBW-17",DELHI,South West,DELHI,32:36.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME INSECT CONTROL IN DHAN ?,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1 ML PER LITER WATER,DELHI,South West,DELHI,00:45.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Reporting,TELL ME CONTACT NUMBER OF ANIMAL HUSBANDRY ?,CONTACT NUMBER OF ANIMAL HUSBANDRY-1800 180 6224,DELHI,South West,DELHI,29:19.6
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME VARIETY OF MUSTARD,"MUSTARD VARIETY- T59,PUSA BOLD,RH30,BIO902,LAXMI,VASUNDHARA,JAGANNATH,RGN48,73",DELHI,South West,DELHI,22:17.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELL ME NUTRIENT MANAGEMENT  ?,SPRAY OF POTASSIUM SULPHATE 0:0:50 10 GM PER LITER WATER,DELHI,South West,DELHI,33:02.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME FUNGAL IN DHAN,SPRAY  OF PROPICONAZOLE 1 ML PER LITER WATER,DELHI,South West,DELHI,48:20.0
KHARIF,AGRICULTURE,Cereals,Wheat,Weather,TELL ME ABOUT SEED AVILABLE WHEAT,"PLEASE CONTACT PUSA DELHI = 011-25841670,25841039,TOLL FREE 1800-11-8989",DELHI,South West,DELHI,04:45.0
KHARIF,HORTICULTURE,Fruits,Papaya,"	Plant Protection	",TELL ME BLACK ROOT IN PAPAYA ?,DRENCHING OF CARBENDAZIM 2 GM PER LITER,DELHI,South West,DELHI,13:27.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Soil Testing,TELL ME ABOUT TAKING SOIL SAMPLE ?,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TAKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,South West,DELHI,44:40.9
KHARIF,HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,TELL ME VERMICOMPOST USE IN POTATO.,USE-5-7.5 TAN PER HECTARE.,DELHI,South West,DELHI,27:41.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,TELL ME ABOUT,PLEASE CONTACT TO AG DEPTT. OF YOUR DISTT.,DELHI,South West,DELHI,51:08.3
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,53:07.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME MEALY BAG CONTROL IN DHAN,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1 ML PER LITER WATER,DELHI,South West,DELHI,06:53.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Artificial Insemination,TELL ME ANIMAL LOAN,PLEASE CONTACT TO NEAREST BANK IN YOUR DISTRICT,DELHI,South West,DELHI,23:06.4
KHARIF,HORTICULTURE,Fruits,Bail,"	Plant Protection	",TELL ME DAI BACK DISEASE CONTROL IN BAIL,COPPEROXICLORIDE 3 GRAM/LITER SPRAY KARE.,DELHI,South West,DELHI,01:55.6
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME MUSTARD VARIETIES.,"PUSA AGRINI,PUSA MAHAK,PUSA SARSO-25",DELHI,South West,DELHI,29:11.9
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,Cultural Practices,TELL ME PEST CONTROL IN BOTTLE GOURD,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,South West,DELHI,31:58.1
KHARIF,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",TELL ME CONTROL OF GREEN CATER PILLER IN MOONG,SPRAY DELTAMETHRIN 1 ML/LTR WATER,DELHI,South West,DELHI,10:33.1
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME WEATHER INFORMETION,LIGHT RAIN MAY BE NEXT 2-3 DAYS,DELHI,South West,DELHI,58:11.6
KHARIF,AGRICULTURE,Others,Others,"Power, Roads etc.",Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,13:23.4
KHARIF,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",TELL ME STEM BORER CONTROL IN SUGARCANE ?,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1 ML PER LITER WATER,DELHI,South West,DELHI,34:41.4
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,21:50.5
KHARIF,AGRICULTURE,Others,Others,Cultural Practices,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,50:48.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,DELHI,South West,DELHI,23:34.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME INSECT IN DHAN,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1 ML PER LITER WATER,DELHI,South West,DELHI,00:58.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELL ME NUTRIENT MANAGEMENT  ?,SPRAY OF ZINK SULPHATE  5 GRAM +UREA 10 GRAM PER LITER WATER,DELHI,South West,DELHI,19:10.3
KHARIF,AGRICULTURE,Others,Others,Soil Health Card,TELL ME HOW TO COLLECT SOIL SAMPLE,DEEG 6-9 INCH DEEP `V` SHAPE PIT AND TACKING 500 GM SOIL SAMPLE FOR TESTING SOIL,DELHI,South West,DELHI,44:24.5
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME ABOUT SUBSIDY ON DAIRY MILCH  ANIMALS ACCORDING NEW INDIA MANTHAN SCHEME,"SUBSIDY IS 25 % FOR GENRAL FARMER AND 33 % FOR SC, ST FARMER AND PLS YOU SHOULD CONTECT YOUR NEAREST BANK FOR THIS LOAN AMOUNT.",DELHI,South West,DELHI,13:17.7
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Vegetative Propagation and Tissue Culture,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,South West,DELHI,43:03.8
KHARIF,HORTICULTURE,Vegetables,Potato,Cultural Practices,TELL ME SEED RATE OF POTATO,SEED RATE OF POTATO= 25 QUINTAL PER HA,DELHI,South West,DELHI,49:58.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION ?,PARTLY CLOUDY SKY IN NEXT 3-4 DAYS AND THE AIR IS LIKELY TO RUN,DELHI,South West,DELHI,26:40.2
